sequence_identifier	Kingdom	Phylum	Class	Order	Family	Genus	Mfunction
aca6d6988f7a33f89b1c4e6ac0ce888e	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1
acb44f47ba381c25b8c8a4786a818583	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium
accdcfd9a85e04aac068f5071cbf360a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
ad096239746f4f4177381b04a52f167a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
ad0bf83948729bc2a08b2752b9068447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
ad33ed49f5e78e21aae56adde6893ef2	Bacteria	Firmicutes	Bacilli				
ad3febffa99025f39203890eac027a9e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella
ad532817598dec381e592aada0718fab	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
ad6b67567edc1a36f1b64b894575b0bd	Bacteria	Proteobacteria	Alphaproteobacteria				
adba3658091897697cc33d47550abeb3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium
adf297d4c182c53667e2894ddcd82c9a	Bacteria	Firmicutes	Bacilli				
ae323b9244625531bd230ffa86801560	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pannonibacter	Pannonibacter
ae4588293cd7677538257ef1180e7547	Bacteria	Proteobacteria	Alphaproteobacteria				
ae974a5bed605831184c32fbde3de909	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
ae999e9c2513ef6ade666f370c0d62f1	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora
af2b687c1a7391f48122161c55f1bb4b	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae		
af5a638b048894b7c2d588ea99e886d5	Bacteria	Proteobacteria	Gammaproteobacteria				
af6ce79a2db4c8094f71703ed616e9d9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium
b052046c86c915a6dc3cd94c6ead03b5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia
b052347bb3696e91837ed842fe80c285	Bacteria	Firmicutes	Bacilli				
b09a5292ffb0bdcc2590084f0ac292b3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Ferribacterium	Ferribacterium
b0feef77684015514b3df6dcd3a94d29	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Actinophytocola
b150ba05c24442ade54c10e137140fd5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella
b196eb9a4e106dec706903638c8fbd55	Bacteria	Firmicutes	Bacilli				
b1ad2d3b756e18e205b277b2879e39e1	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora
b2041b0723365a483289ffed68522887	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17			
b206a68fc4ed94806c0cecfebb891812	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter
b22c15ebe3f5b156f249165ae314c138	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
b22d1c55db9949ca03adb715eb5f14b9	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Steroidobacter
b24b69f74a708bd2b84e23c00e853f2a	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter
b292eefafb7c878d28ee111792e468ba	Bacteria						
b308c3714f01548876c0a39374043cc4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
b3bf2bf5709f06be18982c71a42583b6	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella
b3d85f49217895112e85410c8882259d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga
b42c7566498a5a0cf707f641aaef754a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio
b4817a63f1eca0adccbad98a4fc5e10e	Bacteria	Firmicutes	Clostridia	Lachnospirales			
b49887dd4d765db7364948c1b4759750	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
b4df648c31ecba2c2610d99862c316d7	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella
b588dfaa85c06cea61ee6cffb8a08600	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Actinospica
b5ba5908a8b97190835ac3a17d0fb09c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis
b628a41fb7d6245fd4e279cd0996c77c	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured
b65a7f9e6cf64f0939016a98016d8ed7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium
b66e91fac74a721ebc8c0bb583b198f0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured
b692d52449ebc59d4cc2ba55337599a2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
b6a8019e3ac9678aa2a745ac224d4e07	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora
b6d73eba3efc362a950f4dc9f453a5d8	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	SM1A02
b714d67e9ed25494b3331cdccdd857ac	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
b787598e1f7d0f9229aa67cae53fbd43	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae		
b8d3abcfa6cd96a4d0fc9fd264a8b793	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
b9192146a94e96e06e1cc0f9754e7104	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41		
b93c0f25508650581eebaf11a2bd1609	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma
b93d6fcf2b4c090eb8277551a095a5f0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
b93f79016ca6b2d814933c2e8aa7e826	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma
b9417a163adf4d744d0ea722fc9d0ea1	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
b9af9e029dc013c067dd8d451a82ffbd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured
b9c0cb1877e83fb6cded9c9734be5269	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
b9d4d04c7999101302cf6ab019e645de	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium
b9f374b19f13bd1842e8bda689db637e	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		
b9f75617c204a9b9a673eb4e7fbd9f89	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
ba63d18a203b560cbaa7a9f4de0a9c73	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
bac8c1ba805c3437da4c97ee664ca240	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	Labrys
bb1a594b17ea1f31701bc882e71fc25d	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia
bb5c944163eda55e2f09acd7b3044e1a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
bb5c9f26d5ca52dc558b2b6b2ac561dd	Bacteria	Proteobacteria	Alphaproteobacteria				
bbe85780cd3a6992438865d2c63f730b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium
bbf272ffe6019cea4624868b4c352c01	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured
bc32cef830bcfbbe94b1ef9254a99db0	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
bc34581d824e6ed47cdeb8e0939a05f3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia
bc3e6ebfcebe26ed5b497fa1fcec08f4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
bc6173f75f09c7b1edc9f903f0fab25d	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		
bca714bbdb531804815aba5739258afc	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
bcbb1a23684e023f47672622889413d5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
bcf484dc12027134d9fd3fc3b22582d6	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga
bd94ec5bf2bba0251abd7f23d0d626b3	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
bda51e65145fb5c79f0d9a330c55c8d2	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256			
be1e2d2a026683603ef960aadf7ecaff	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
be5a9e90a9dc285191f10b3731b01902	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
be69514a06e7e1384da4d2f97cc338c3	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium
be86996f54fbc3f3a8f1cef7a8c3149f	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Haliangium
be98847426d66c951cf78de11ef2433e	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia
bf0248ab148d8d411d2fa16177a5d972	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
bf871befba2cc9c65a3d8ea329b81f97	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia
bf98ef3c8b71166c06e9b55ffa1faf1f	Bacteria	Firmicutes	Bacilli				
bfb360c837a660c116fe40bd0a053c2d	Bacteria	Proteobacteria	Alphaproteobacteria				
bfd7f2863335a07d2cde7812a5382368	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Haliangium
bff27b010966bbee9246c6dcc6adf29f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
c06f6135a09cd224eee827883a9d8535	Bacteria	Firmicutes	Bacilli				
c089ff4f40b1e0e125be9b5062e5b814	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia
c0c388c938f8f6587029c8d11ffd0f2d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured
c10d0df82b9a82f17a139af5c2ddc570	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium
c17cb93c06e552587faade8d57e48880	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces
c1b8a00906c816dde680b61740a377ab	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium
c1e710a0504db6c325caa49b6de22f04	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Steroidobacter
c283cd212151c21a478c5b538571f8cd	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14		
c344e846c4750f703b2fdec286291be5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Rhizobacter
c3a344e88717c3d86a68d70325ef1b0e	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
c52cb8e1a03f31d4e86df59ea5389dd8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
c5dce264156209ba1e7d7f222cc6cb8e	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae		
c620e022f2ebace17709649193c50c9e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Rhizobacter
c62506898e352e1c5e90e7d193758064	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium
c6372c9166125787fe0ebf777ea7afed	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio
c684ad1091461dfa379b3944ad0cddda	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured
c6cf295134a33b4df846cc2cc3ee7a57	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		
c6f11031121d4b06ce9b2ab324c2347f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae		
c716c11a771d3bbc279690fa5b0dd53a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae		
c770f1a05ba706bf1e92b2102363fdc2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
c7853cbd8414380767d6f391bc90d790	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	Ohtaekwangia
c7a4e2593f092e0ccfb53da833e1711b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
c86a8e6e986be24c043467371a212e44	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
c8909a4f22d651033c25c74d0088aa44	Bacteria	Firmicutes	Bacilli	Entomoplasmatales			
c92f91fd2ad807e4fc8b9634584843ff	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
c9330a977a68dab0c63ad8f4528c5169	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
c9335e27847b4c1d79a1865a3d7a5ca8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
c99a711e5b40493e1622d53c7428d99d	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
ca8fd7c24b12ff3103955d97c1405cb1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter
cafa9cd301bd28b5524ee51879c8be71	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
cb5bf5415597274bbb05803d92a51aaa	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
cba2274bbc92d823eeb2eb6226563127	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
cc5f7488898ba2022676d322d2f5aaa2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
cc6c6c683bb935a5b2fb68903bb9d87c	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
ccaee9a447d856e8590c1ca3f1d5e328	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia
ccc4486b4013eb2b5de31f00c946e8fa	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Rheinheimera
cd3a4b128507bc8c29cc1eda192a8434	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
cdc41b7889d0975dce0868b3a117bec7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
cdd8ec97f50644e2710a638983a30c9e	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces
ce48030966dcbfb9361140056ac20b17	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae		
ce48ec446ae7d92b7e486cd84f7c0230	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
ce635472facfb6e7999759c9c409448a	Bacteria	Proteobacteria	Gammaproteobacteria				
cfee7870ad83ecb6eb27887414d94a3a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium
cfeeadc97bef5fb91ad879a47f3865ec	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae		
cff63d1c06126b2314bc86de81ffbe3b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio
d14ad183d08bcf09975619727648c43f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
d16a3e34316524030658ce597f343383	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma
d2075e61959989b818997c06694f1e72	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Steroidobacter
d2166ad82e59a14006c3fd2709c71aa9	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
d229ec504011a607fba4c34b91dbbf9e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
d26ba0ab948e31812d50b2932c9165cf	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
d2be2acfa91f8b9327fa57fa497b0498	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
d2cb0176cdc3251d31288d48f66ea665	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium
d2e2afc97d2495cb6ac1350092c5f935	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium
d2f5265431f1156955734e0f45c69ce8	Bacteria	Proteobacteria	Alphaproteobacteria				
d36e6a2ecc54bd30b0e4f3472a728276	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Rhizobacter
d3dcce9ae114492589069fb41d839186	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured		
d3ea6fac63b950730b8bd38b8b3404ee	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
d4a1a79d8149a2c2958797705159e5d0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
d558a8c9b3587961774a7ff949c8a16f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
d55df87c74b8c0ea31a8b4500a1d034f	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia
d56ba79039f30bf776858b3867c1b1ef	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
d5b9a2af0f0fd4357f5b5530b19c88ac	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma
